KO.y,cluster,KO,Description,Category,Family,KO.y,Name,Pathway
ko01220,NVE13938,K00002,AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Metabolism,Overview,ko01220,"AKR1A1, adh, alcohol dehydrogenase (NADP+)",01220 Degradation of aromatic compounds
ko04360,NVE6986,K05765,,Organismal Systems,Development,ko04360,"CFL, cofilin",04360 Axon guidance
ko05133,NVE6986,K05765,,Human Diseases,Infectious diseases,ko05133,"CFL, cofilin",05133 Pertussis
ko04810,NVE10631,K05765,,Cellular Processes,Cell motility,ko04810,"CFL, cofilin",04810 Regulation of actin cytoskeleton
ko04666,NVE10631,K05765,,Organismal Systems,Immune system,ko04666,"CFL, cofilin",04666 Fc gamma R-mediated phagocytosis
ko04360,NVE10631,K05765,,Organismal Systems,Development,ko04360,"CFL, cofilin",04360 Axon guidance
ko05133,NVE10631,K05765,,Human Diseases,Infectious diseases,ko05133,"CFL, cofilin",05133 Pertussis
ko04810,NVE13160,K05765,CFL; cofilin,Cellular Processes,Cell motility,ko04810,"CFL, cofilin",04810 Regulation of actin cytoskeleton
ko04666,NVE13160,K05765,CFL; cofilin,Organismal Systems,Immune system,ko04666,"CFL, cofilin",04666 Fc gamma R-mediated phagocytosis
ko04360,NVE13160,K05765,CFL; cofilin,Organismal Systems,Development,ko04360,"CFL, cofilin",04360 Axon guidance
ko05133,NVE13160,K05765,CFL; cofilin,Human Diseases,Infectious diseases,ko05133,"CFL, cofilin",05133 Pertussis
ko04810,NVE3457,K05766,SSH; protein phosphatase slingshot [EC:3.1.3.16 3.1.3.48],Cellular Processes,Cell motility,ko04810,"SSH, protein phosphatase slingshot",04810 Regulation of actin cytoskeleton
ko04360,NVE3457,K05766,SSH; protein phosphatase slingshot [EC:3.1.3.16 3.1.3.48],Organismal Systems,Development,ko04360,"SSH, protein phosphatase slingshot",04360 Axon guidance
ko04810,NVE14151,K05767,IQGAP2_3; Ras GTPase-activating-like protein IQGAP2/3,Cellular Processes,Cell motility,ko04810,"IQGAP2_3, Ras GTPase-activating-like protein",04810 Regulation of actin cytoskeleton
ko04810,NVE23708,K05767,IQGAP2_3; Ras GTPase-activating-like protein IQGAP2/3,Cellular Processes,Cell motility,ko04810,"IQGAP2_3, Ras GTPase-activating-like protein",04810 Regulation of actin cytoskeleton
ko04810,NVE23707,K05767,IQGAP2_3; Ras GTPase-activating-like protein IQGAP2/3,Cellular Processes,Cell motility,ko04810,"IQGAP2_3, Ras GTPase-activating-like protein",04810 Regulation of actin cytoskeleton
ko04810,NVE16308,K05768,GSN; gelsolin,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE16308,K05768,GSN; gelsolin,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE16308,K05768,GSN; gelsolin,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE19183,K05768,GSN; gelsolin,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE19183,K05768,GSN; gelsolin,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE19183,K05768,GSN; gelsolin,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE19184,K05768,GSN; gelsolin,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE19184,K05768,GSN; gelsolin,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE19184,K05768,GSN; gelsolin,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE10781,K05768,,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE10781,K05768,,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE10781,K05768,,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE16306,K05768,GSN; gelsolin,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE16306,K05768,GSN; gelsolin,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE16306,K05768,GSN; gelsolin,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE16307,K05768,GSN; gelsolin,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE16307,K05768,GSN; gelsolin,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE16307,K05768,GSN; gelsolin,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE24914,K05768,GSN; gelsolin,Cellular Processes,Cell motility,ko04810,"GSN, gelsolin",04810 Regulation of actin cytoskeleton
ko04666,NVE24914,K05768,GSN; gelsolin,Organismal Systems,Immune system,ko04666,"GSN, gelsolin",04666 Fc gamma R-mediated phagocytosis
ko05203,NVE24914,K05768,GSN; gelsolin,Human Diseases,Cancers,ko05203,"GSN, gelsolin",05203 Viral carcinogenesis
ko04810,NVE15904,K05769,ARHGEF4_29; Rho guanine nucleotide exchange factor 4/29,Cellular Processes,Cell motility,ko04810,"ARHGEF4_29, ASEF1_2, Rho guanine",04810 Regulation of actin cytoskeleton
ko04810,NVE13529,K05769,ARHGEF4_29; Rho guanine nucleotide exchange factor 4/29,Cellular Processes,Cell motility,ko04810,"ARHGEF4_29, ASEF1_2, Rho guanine",04810 Regulation of actin cytoskeleton
ko04080,NVE24300,K05770,TSPO; translocator protein,Environmental Information Processing,Signaling molecules and interaction,ko04080,"TSPO, BZRP,",04080 Neuroactive ligand-receptor interaction
ko04214,NVE24300,K05770,TSPO; translocator protein,Cellular Processes,Cell growth and death,ko04214,"TSPO, BZRP, benzodiazapine",04214 Apoptosis - fly
ko05166,NVE24300,K05770,TSPO; translocator protein,Human Diseases,Infectious diseases,ko05166,"TSPO, BZRP, benzodiazapine receptor",05166 HTLV-I infection
ko04080,NVE24299,K05770,TSPO; translocator protein,Environmental Information Processing,Signaling molecules and interaction,ko04080,"TSPO, BZRP,",04080 Neuroactive ligand-receptor interaction
ko04214,NVE24299,K05770,TSPO; translocator protein,Cellular Processes,Cell growth and death,ko04214,"TSPO, BZRP, benzodiazapine",04214 Apoptosis - fly
ko05166,NVE24299,K05770,TSPO; translocator protein,Human Diseases,Infectious diseases,ko05166,"TSPO, BZRP, benzodiazapine receptor",05166 HTLV-I infection
ko01210,NVE7370,K05825,LYSN; 2-aminoadipate transaminase [EC:2.6.1.-],Metabolism,Overview,ko01210,"LYSN, 2-aminoadipate transaminase",01210 2-Oxocarboxylic acid metabolism
ko01230,NVE7370,K05825,LYSN; 2-aminoadipate transaminase [EC:2.6.1.-],Metabolism,Overview,ko01230,"LYSN, 2-aminoadipate transaminase",01230 Biosynthesis of amino acids
ko00300,NVE7370,K05825,LYSN; 2-aminoadipate transaminase [EC:2.6.1.-],Metabolism,Amino acid metabolism,ko00300,"LYSN, 2-aminoadipate transaminase",00300 Lysine biosynthesis
ko04371,NVE12158,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04371,"SLC8A, NCX, solute carrier family 8 (sodium/calcium",04371 Apelin signaling pathway
ko04020,NVE12158,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04020,"SLC8A, NCX, solute carrier family",04020 Calcium signaling pathway
ko04022,NVE12158,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04022,"SLC8A, NCX, solute carrier family",04022 cGMP - PKG signaling pathway
ko04974,NVE12158,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Digestive system,ko04974,"SLC8A, NCX, solute carrier",04974 Protein digestion and absorption
ko04740,NVE12158,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Sensory system,ko04740,"SLC8A, NCX, solute carrier family",04740 Olfactory transduction
ko04371,NVE7617,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04371,"SLC8A, NCX, solute carrier family 8 (sodium/calcium",04371 Apelin signaling pathway
ko04020,NVE7617,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04020,"SLC8A, NCX, solute carrier family",04020 Calcium signaling pathway
ko04022,NVE7617,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04022,"SLC8A, NCX, solute carrier family",04022 cGMP - PKG signaling pathway
ko04974,NVE7617,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Digestive system,ko04974,"SLC8A, NCX, solute carrier",04974 Protein digestion and absorption
ko04740,NVE7617,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Sensory system,ko04740,"SLC8A, NCX, solute carrier family",04740 Olfactory transduction
ko04371,NVE6925,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04371,"SLC8A, NCX, solute carrier family 8 (sodium/calcium",04371 Apelin signaling pathway
ko04020,NVE6925,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04020,"SLC8A, NCX, solute carrier family",04020 Calcium signaling pathway
ko04022,NVE6925,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04022,"SLC8A, NCX, solute carrier family",04022 cGMP - PKG signaling pathway
ko04974,NVE6925,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Digestive system,ko04974,"SLC8A, NCX, solute carrier",04974 Protein digestion and absorption
ko04740,NVE6925,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Sensory system,ko04740,"SLC8A, NCX, solute carrier family",04740 Olfactory transduction
ko04371,NVE14476,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04371,"SLC8A, NCX, solute carrier family 8 (sodium/calcium",04371 Apelin signaling pathway
ko04020,NVE14476,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04020,"SLC8A, NCX, solute carrier family",04020 Calcium signaling pathway
ko04022,NVE14476,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Environmental Information Processing,Signal transduction,ko04022,"SLC8A, NCX, solute carrier family",04022 cGMP - PKG signaling pathway
ko04974,NVE14476,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Digestive system,ko04974,"SLC8A, NCX, solute carrier",04974 Protein digestion and absorption
ko04740,NVE14476,K05849,SLC8A; solute carrier family 8 (sodium/calcium exchanger),Organismal Systems,Sensory system,ko04740,"SLC8A, NCX, solute carrier family",04740 Olfactory transduction
ko04020,NVE15873,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04020,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04020 Calcium signaling pathway
ko04024,NVE15873,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04024,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04024 cAMP signaling pathway
ko04022,NVE15873,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04022,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04022 cGMP - PKG signaling pathway
ko04261,NVE15873,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Circulatory system,ko04261,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04261 Adrenergic signaling in cardiomyocytes
ko04970,NVE15873,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04970,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04970 Salivary secretion
ko04972,NVE15873,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04972,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04972 Pancreatic secretion
ko04020,NVE22028,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04020,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04020 Calcium signaling pathway
ko04024,NVE22028,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04024,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04024 cAMP signaling pathway
ko04022,NVE22028,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04022,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04022 cGMP - PKG signaling pathway
ko04261,NVE22028,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Circulatory system,ko04261,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04261 Adrenergic signaling in cardiomyocytes
ko04970,NVE22028,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04970,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04970 Salivary secretion
ko04972,NVE22028,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04972,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04972 Pancreatic secretion
ko04020,NVE22027,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04020,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04020 Calcium signaling pathway
ko04024,NVE22027,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04024,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04024 cAMP signaling pathway
ko04022,NVE22027,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04022,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04022 cGMP - PKG signaling pathway
ko04261,NVE22027,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Circulatory system,ko04261,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04261 Adrenergic signaling in cardiomyocytes
ko04970,NVE22027,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04970,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04970 Salivary secretion
ko04972,NVE22027,K05850,"ATP2B; Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04972,"ATP2B, Ca2+ transporting ATPase, plasma membrane",04972 Pancreatic secretion
ko04020,NVE3065,K05853,"ATP2A; Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04020,"ATP2A, Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum",04020 Calcium signaling pathway
ko04022,NVE3065,K05853,"ATP2A; Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]",Environmental Information Processing,Signal transduction,ko04022,"ATP2A, Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum",04022 cGMP - PKG signaling pathway
ko04972,NVE3065,K05853,"ATP2A; Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]",Organismal Systems,Digestive system,ko04972,"ATP2A, Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum",04972 Pancreatic secretion
ko05010,NVE3065,K05853,"ATP2A; Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]",Human Diseases,Neurodegenerative diseases,ko05010,"ATP2A, Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum",05010 Alzheimerps disease
ko04064,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Environmental Information Processing,Signal transduction,ko04064,"SYK, spleen tyrosine kinase",04064 NF-kappa B signaling pathway
ko04072,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Environmental Information Processing,Signal transduction,ko04072,"SYK, spleen tyrosine kinase",04072 Phospholipase D signaling pathway
ko04151,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Environmental Information Processing,Signal transduction,ko04151,"SYK, spleen tyrosine kinase",04151 PI3K-Akt signaling pathway
ko04611,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Organismal Systems,Immune system,ko04611,"SYK, spleen tyrosine kinase",04611 Platelet activation
ko04650,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Organismal Systems,Immune system,ko04650,"SYK, spleen tyrosine kinase",04650 Natural killer cell mediated cytotoxicity
ko04662,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Organismal Systems,Immune system,ko04662,"SYK, spleen tyrosine kinase",04662 B cell receptor signaling pathway
ko04664,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Organismal Systems,Immune system,ko04664,"SYK, spleen tyrosine kinase",04664 Fc epsilon RI signaling pathway
ko04666,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Organismal Systems,Immune system,ko04666,"SYK, spleen tyrosine kinase",04666 Fc gamma R-mediated phagocytosis
ko04380,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Organismal Systems,Development,ko04380,"SYK, spleen tyrosine kinase",04380 Osteoclast differentiation
ko05203,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Human Diseases,Cancers,ko05203,"SYK, spleen tyrosine kinase",05203 Viral carcinogenesis
ko05152,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Human Diseases,Infectious diseases,ko05152,"SYK, spleen tyrosine kinase",05152 Tuberculosis
ko05169,NVE16898,K05855,SYK; spleen tyrosine kinase [EC:2.7.10.2],Human Diseases,Infectious diseases,ko05169,"SYK, spleen tyrosine kinase",05169 Epstein-Barr virus infection
