"Pathway","cluster","KO","Description","Category","Family","KO.y","Name"
"04668 TNF signaling pathway","NVE20585","K04450","","Environmental Information Processing","Signal transduction","ko04668","ATF2, CREBP1, cyclic AMP-dependent transcription factor ATF-2"
"04022 cGMP - PKG signaling pathway","NVE20585","K04450","","Environmental Information Processing","Signal transduction","ko04022","ATF2, CREBP1, cyclic AMP-dependent transcription factor"
"04151 PI3K-Akt signaling pathway","NVE20585","K04450","","Environmental Information Processing","Signal transduction","ko04151","ATF2, CREBP1, cyclic"
"04624 Toll and Imd signaling pathway","NVE20585","K04450","","Organismal Systems","Immune system","ko04624","ATF2, CREBP1, cyclic AMP-dependent"
"04911 Insulin secretion","NVE20585","K04450","","Organismal Systems","Endocrine system","ko04911","ATF2, CREBP1, cyclic AMP-dependent"
"04922 Glucagon signaling pathway","NVE20585","K04450","","Organismal Systems","Endocrine system","ko04922","ATF2, CREBP1, cyclic AMP-dependent"
"04915 Estrogen signaling pathway","NVE20585","K04450","","Organismal Systems","Endocrine system","ko04915","ATF2, CREBP1, cyclic AMP-dependent"
"04918 Thyroid hormone synthesis","NVE20585","K04450","","Organismal Systems","Endocrine system","ko04918","ATF2, CREBP1, cyclic AMP-dependent transcription"
"04925 Aldosterone synthesis and secretion","NVE20585","K04450","","Organismal Systems","Endocrine system","ko04925","ATF2, CREBP1, cyclic AMP-dependent"
"04261 Adrenergic signaling in cardiomyocytes","NVE20585","K04450","","Organismal Systems","Circulatory system","ko04261","ATF2, CREBP1, cyclic AMP-dependent transcription factor ATF-2"
"04728 Dopaminergic synapse","NVE20585","K04450","","Organismal Systems","Nervous system","ko04728","ATF2, CREBP1, cyclic AMP-dependent"
"04211 Longevity regulating pathway - mammal","NVE20585","K04450","","Organismal Systems","Aging","ko04211","ATF2, CREBP1, cyclic AMP-dependent"
"05166 HTLV-I infection","NVE20585","K04450","","Human Diseases","Infectious diseases","ko05166","ATF2, CREBP1, cyclic AMP-dependent"
"04014 Ras signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04014","AKT, RAC serine/threonine-protein kinase"
"04015 Rap1 signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04015","AKT, RAC serine/threonine-protein kinase"
"04010 MAPK signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04010","AKT, RAC serine/threonine-protein kinase"
"04012 ErbB signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04012","AKT, RAC serine/threonine-protein kinase"
"04370 VEGF signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04370","AKT, RAC serine/threonine-protein kinase"
"04371 Apelin signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04371","AKT, RAC serine/threonine-protein kinase"
"04630 Jak-STAT signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04630","AKT, RAC serine/threonine-protein kinase"
"04668 TNF signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04668","AKT, RAC serine/threonine-protein kinase"
"04066 HIF-1 signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04066","AKT, RAC serine/threonine-protein kinase"
"04068 FoxO signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04068","AKT, RAC serine/threonine-protein kinase"
"04072 Phospholipase D signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04072","AKT, RAC serine/threonine-protein kinase"
"04071 Sphingolipid signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04071","AKT, RAC serine/threonine-protein kinase"
"04024 cAMP signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04024","AKT, RAC serine/threonine-protein kinase"
"04022 cGMP - PKG signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04022","AKT, RAC serine/threonine-protein kinase"
"04151 PI3K-Akt signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04151","AKT, RAC serine/threonine-protein kinase"
"04152 AMPK signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04152","AKT, RAC serine/threonine-protein kinase"
"04150 mTOR signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04150","AKT, RAC serine/threonine-protein kinase"
"04140 Autophagy - animal","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Cellular Processes","Transport and catabolism","ko04140","AKT, RAC serine/threonine-protein kinase"
"04210 Apoptosis","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Cellular Processes","Cell growth and death","ko04210","AKT, RAC serine/threonine-protein kinase"
"04510 Focal adhesion","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Cellular Processes","Cellular community - eukaryotes","ko04510","AKT, RAC serine/threonine-protein kinase"
"04550 Signaling pathways regulating pluripotency of stem cells","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Cellular Processes","Cellular community - eukaryotes","ko04550","AKT, RAC serine/threonine-protein kinase"
"04611 Platelet activation","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Immune system","ko04611","AKT, RAC serine/threonine-protein kinase"
"04620 Toll-like receptor signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Immune system","ko04620","AKT, RAC serine/threonine-protein kinase"
"04660 T cell receptor signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Immune system","ko04660","AKT, RAC serine/threonine-protein kinase"
"04662 B cell receptor signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Immune system","ko04662","AKT, RAC serine/threonine-protein kinase"
"04664 Fc epsilon RI signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Immune system","ko04664","AKT, RAC serine/threonine-protein kinase"
"04666 Fc gamma R-mediated phagocytosis","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Immune system","ko04666","AKT, RAC serine/threonine-protein kinase"
"04910 Insulin signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04910","AKT, RAC serine/threonine-protein kinase"
"04922 Glucagon signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04922","AKT, RAC serine/threonine-protein kinase"
"04923 Regulation of lipolysis in adipocyte","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04923","AKT, RAC serine/threonine-protein kinase"
"04920 Adipocytokine signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04920","AKT, RAC serine/threonine-protein kinase"
"04915 Estrogen signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04915","AKT, RAC serine/threonine-protein kinase"
"04914 Progesterone-mediated oocyte maturation","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04914","AKT, RAC serine/threonine-protein kinase"
"04917 Prolactin signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04917","AKT, RAC serine/threonine-protein kinase"
"04919 Thyroid hormone signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Endocrine system","ko04919","AKT, RAC serine/threonine-protein kinase"
"04261 Adrenergic signaling in cardiomyocytes","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Circulatory system","ko04261","AKT, RAC serine/threonine-protein kinase"
"04973 Carbohydrate digestion and absorption","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Digestive system","ko04973","AKT, RAC serine/threonine-protein kinase"
"04725 Cholinergic synapse","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Nervous system","ko04725","AKT, RAC serine/threonine-protein kinase"
"04728 Dopaminergic synapse","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Nervous system","ko04728","AKT, RAC serine/threonine-protein kinase"
"04722 Neurotrophin signaling pathway","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Nervous system","ko04722","AKT, RAC serine/threonine-protein kinase"
"04380 Osteoclast differentiation","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Development","ko04380","AKT, RAC serine/threonine-protein kinase"
"04211 Longevity regulating pathway - mammal","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Aging","ko04211","AKT, RAC serine/threonine-protein kinase"
"04212 Longevity regulating pathway - worm","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Aging","ko04212","AKT, RAC serine/threonine-protein kinase"
"04213 Longevity regulating pathway - multiple species","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Organismal Systems","Aging","ko04213","AKT, RAC serine/threonine-protein kinase"
"04932 Non-alcoholic fatty liver disease (NAFLD)","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Human Diseases","Endocrine and metabolic diseases","ko04932","AKT, RAC serine/threonine-protein kinase"
"05166 HTLV-I infection","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Human Diseases","Infectious diseases","ko05166","AKT, RAC serine/threonine-protein kinase"
"05142 Chagas disease (American trypanosomiasis)","NVE25517","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Human Diseases","Infectious diseases","ko05142","AKT, RAC serine/threonine-protein kinase"
"04014 Ras signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04014","AKT, RAC serine/threonine-protein kinase"
"04015 Rap1 signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04015","AKT, RAC serine/threonine-protein kinase"
"04010 MAPK signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04010","AKT, RAC serine/threonine-protein kinase"
"04012 ErbB signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04012","AKT, RAC serine/threonine-protein kinase"
"04370 VEGF signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04370","AKT, RAC serine/threonine-protein kinase"
"04371 Apelin signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04371","AKT, RAC serine/threonine-protein kinase"
"04630 Jak-STAT signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04630","AKT, RAC serine/threonine-protein kinase"
"04668 TNF signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04668","AKT, RAC serine/threonine-protein kinase"
"04066 HIF-1 signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04066","AKT, RAC serine/threonine-protein kinase"
"04068 FoxO signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04068","AKT, RAC serine/threonine-protein kinase"
"04072 Phospholipase D signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04072","AKT, RAC serine/threonine-protein kinase"
"04071 Sphingolipid signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04071","AKT, RAC serine/threonine-protein kinase"
"04024 cAMP signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04024","AKT, RAC serine/threonine-protein kinase"
"04022 cGMP - PKG signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04022","AKT, RAC serine/threonine-protein kinase"
"04151 PI3K-Akt signaling pathway","NVE18077","K04456","AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]","Environmental Information Processing","Signal transduction","ko04151","AKT, RAC serine/threonine-protein kinase"
